customer_id,age,income,purchase_history,customer_spending_score,freq_of_visit,gender,region,customer_type
262,39,126651,220,5,10,Male,West,regular
263,63,141556,42329,31,47,Male,East,premium
264,28,149840,5253,30,75,Male,West,regular
265,34,38639,18623,98,47,Female,North,budget
266,34,127984,15561,59,82,Male,East,premium
267,59,30611,31248,72,54,Male,East,premium
268,53,125285,33281,59,89,Female,South,premium
269,46,101206,23695,91,62,Female,West,regular
270,67,96286,22872,92,76,Female,North,budget
271,41,35228,48978,10,11,Female,South,budget
272,39,31035,39572,51,50,Male,North,regular
273,31,73906,45362,27,61,Female,East,budget
274,45,87267,30068,69,17,Female,South,budget
275,29,123434,49236,29,47,Female,South,regular
276,53,136662,26630,35,64,Male,South,premium
277,25,63906,42737,7,100,Male,West,regular
278,67,135425,28512,8,71,Female,South,budget
279,57,139023,48751,85,65,Male,South,budget
280,25,28637,46780,90,92,Genderfluid,North,budget
281,39,80589,29951,38,8,Female,North,regular
282,68,37770,195,24,38,Male,South,regular
283,50,94808,45935,8,89,Male,West,premium
284,49,55675,2904,67,59,Female,East,premium
285,18,37406,37782,28,96,Male,East,regular
286,28,103771,6739,100,45,Female,West,premium
287,46,84444,44200,44,61,Male,North,budget
288,49,147463,43969,97,55,Female,South,budget
289,41,37851,49709,11,8,Female,West,premium
290,58,61359,27792,60,93,Male,East,premium
291,27,111841,22238,79,39,Male,East,regular
292,58,122760,23016,75,12,Polygender,East,premium
293,29,59099,46071,9,79,Female,North,regular
294,24,111071,35439,82,11,Female,East,regular
295,32,118959,575,8,2,Female,East,premium
296,20,134077,29045,12,65,Female,North,budget
297,46,95554,19953,15,73,Female,South,budget
298,53,72665,37837,22,39,Female,North,regular
299,29,80906,3676,52,28,Genderqueer,East,regular
300,62,53207,7346,4,84,Female,North,regular
301,26,101376,45370,44,24,Female,South,budget
302,37,85595,17133,75,40,Female,South,premium
303,24,77443,15285,67,88,Female,East,budget
304,51,87653,27317,60,91,Male,South,premium
305,29,76717,1489,80,44,Male,West,premium
306,63,104875,21844,83,72,Female,West,premium
307,47,97256,21609,39,80,Male,East,premium
308,52,76474,22318,77,12,Male,West,premium
309,18,64203,47543,16,21,Male,East,regular
310,32,111433,5975,30,77,Agender,South,regular
311,59,131098,17534,34,49,Female,South,premium
312,25,133979,36303,40,25,Female,South,regular
313,43,101240,5144,84,8,Male,East,budget
314,61,22942,5370,77,87,Polygender,South,premium
315,25,54390,1883,49,63,Male,West,budget
316,39,124608,16170,16,65,Male,West,budget
317,31,59656,218,58,28,Female,West,budget
318,70,61065,1525,55,17,Male,West,budget
319,32,87439,10705,8,45,Female,West,premium
320,30,144504,45633,93,12,Female,South,regular
321,43,142614,45877,94,57,Male,North,budget
322,57,59237,19461,38,43,Male,North,budget
323,32,144618,14069,19,49,Female,North,premium
324,27,113632,25076,56,13,Male,South,budget
325,37,129746,9260,82,18,Male,South,budget
326,61,147431,6809,39,59,Female,North,premium
327,55,114387,29393,32,99,Male,South,regular
328,69,41523,42108,16,28,Female,West,premium
329,31,126210,17185,40,48,Male,West,budget
330,42,92927,29488,25,11,Female,West,budget
331,35,95309,25090,61,68,Female,West,regular
332,45,70755,20728,99,22,Female,East,budget
333,46,125818,34517,74,5,Male,West,premium
334,58,64395,49305,31,92,Female,North,budget
335,49,50301,22436,24,85,Male,West,budget
336,31,115234,27788,96,29,Female,South,premium
337,24,75624,16558,17,47,Male,North,premium
338,61,96022,18546,71,58,Female,South,regular
339,63,122892,26218,44,25,Male,East,budget
340,42,31420,3922,4,79,Male,West,premium
341,53,128248,1167,37,24,Male,South,regular
342,55,91010,17023,58,68,Female,West,regular
343,34,75687,45356,95,9,Male,North,regular
344,47,133246,39396,72,43,Male,West,budget
345,26,48789,48508,90,80,Female,South,regular
346,46,136859,5812,84,70,Male,South,regular
347,25,147093,43907,74,82,Male,West,regular
348,23,62885,42019,7,22,Male,East,premium
349,44,30111,42393,88,74,Genderqueer,North,budget
350,26,57682,40281,92,5,Female,South,premium
351,64,98841,4284,72,69,Female,North,regular
352,65,39711,17103,80,20,Male,East,regular
353,21,140619,8120,72,59,Female,West,premium
354,67,97182,21233,41,98,Male,East,premium
355,69,126010,20143,95,79,Female,West,regular
356,64,53490,7450,50,13,Female,South,premium
357,48,28203,40498,15,43,Male,West,premium
358,18,89560,7046,83,68,Agender,South,premium
359,62,56652,9925,99,73,Female,South,regular
360,37,96907,30315,38,92,Male,South,regular
361,59,99047,8550,26,80,Polygender,East,premium
362,38,122044,15795,87,8,Male,West,premium
363,60,74738,36615,44,13,Female,North,budget
364,68,133299,34016,94,67,Female,East,premium
365,67,108454,23760,82,33,Female,North,regular
366,70,66121,27547,56,71,Male,West,budget
367,23,91718,17435,63,40,Female,West,budget
368,59,39510,21595,57,97,Female,South,regular
369,53,128554,7945,65,84,Male,West,premium
370,70,83526,30280,90,11,Male,West,premium
371,66,90384,26571,62,31,Male,East,budget
372,54,38997,42081,87,66,Female,South,regular
373,66,21030,18273,67,54,Male,South,premium
374,48,117432,25131,73,97,Male,South,premium
375,36,128711,49391,31,98,Male,South,budget
376,37,102844,48045,29,70,Male,East,budget
377,69,52701,27704,89,37,Male,South,regular
378,53,30178,20436,80,81,Male,West,regular
379,49,81284,30054,68,40,Female,North,budget
380,19,143104,20577,5,87,Male,East,premium
381,53,106479,24024,100,15,Female,West,regular
382,43,95138,39292,75,90,Male,West,budget
383,29,97004,42917,84,79,Female,North,budget
384,57,91435,40178,30,33,Female,West,regular
385,55,75872,22881,8,5,Male,North,regular
386,51,31422,6905,60,72,Male,South,premium
387,23,107527,23677,13,46,Female,West,regular
388,57,59476,364,39,83,Male,South,premium
389,66,149838,6814,73,32,Bigender,North,regular
390,58,134676,22410,92,38,Female,South,premium
391,38,140150,3663,53,25,Male,South,budget
392,42,56628,12065,83,66,Bigender,South,premium
393,58,50847,34218,4,42,Male,North,regular
394,40,135797,47382,32,54,Male,West,premium
395,69,66302,26553,56,50,Female,East,budget
396,60,130035,33779,71,54,Non-binary,East,budget
397,30,73059,15082,64,29,Female,East,budget
398,58,89314,38981,96,15,Female,East,premium
399,33,60470,35824,85,63,Female,East,regular
400,52,38739,37727,20,94,Non-binary,West,regular
401,27,91833,16444,78,47,Male,West,regular
402,46,35600,30204,32,81,Male,South,regular
403,55,43202,14115,86,18,Male,North,budget
404,55,82163,6035,54,33,Male,North,premium
405,18,119528,14232,67,35,Female,East,budget
406,63,62500,17184,86,13,Male,West,budget
407,56,37283,5083,76,82,Female,East,premium
408,22,108188,18273,2,7,Male,South,budget
409,20,49331,44092,91,42,Female,North,regular
410,70,20244,17558,37,42,Male,West,budget
411,62,95225,16641,63,43,Male,West,budget
412,55,141007,22915,31,92,Male,West,regular
413,70,127544,38635,17,96,Male,South,regular
414,68,105601,4970,75,75,Female,West,regular
415,25,124240,19838,14,52,Female,East,budget
416,61,142534,16138,51,76,Male,South,budget
417,30,36163,35555,63,90,Male,West,premium
418,38,125917,13370,31,6,Male,East,premium
419,70,110507,5639,7,37,Male,South,budget
420,28,81435,21840,26,66,Agender,North,budget
421,57,142782,17004,67,32,Female,South,budget
422,52,72301,2699,81,35,Polygender,South,budget
423,58,86143,22217,33,53,Male,North,regular
424,47,31407,5355,62,79,Male,South,budget
425,60,148727,8892,6,52,Female,North,premium
426,28,143643,3088,37,21,Male,West,premium
427,51,27914,33182,14,44,Female,East,regular
428,55,100389,22691,13,90,Female,West,premium
429,45,75330,39962,83,46,Male,East,budget
430,24,21781,8038,13,79,Female,East,premium
431,46,142153,15987,20,98,Female,South,premium
432,56,95243,17594,42,68,Female,East,regular
433,46,99272,211,56,83,Female,West,regular
434,56,142465,20029,10,47,Male,South,premium
435,28,69342,47260,22,13,Female,West,premium
436,25,83528,7426,11,24,Female,South,budget
437,47,64129,34128,34,95,Male,North,premium
438,56,26781,16747,65,67,Female,East,premium
439,18,78534,27988,46,58,Male,East,budget
440,20,126963,25968,61,89,Female,South,premium
441,19,63880,34256,85,38,Female,South,budget
442,21,69780,6967,23,100,Female,North,regular
443,35,143000,10198,66,75,Male,North,premium
444,59,25965,39183,24,82,Male,West,premium
445,24,95217,2926,81,40,Female,North,budget
446,58,74978,35015,9,55,Female,West,regular
447,61,121105,882,18,35,Female,East,regular
448,37,85706,33899,38,3,Female,South,premium
449,29,123125,28600,53,68,Female,West,budget
450,19,93873,46271,21,45,Female,North,regular
451,66,37870,49370,68,95,Female,West,regular
452,67,124397,2132,86,53,Bigender,South,premium
453,24,27170,14281,71,95,Male,East,regular
454,47,46010,40652,27,48,Female,West,budget
455,30,140001,42921,6,97,Polygender,South,regular
456,41,67636,27810,58,56,Genderfluid,North,regular
457,67,39009,18892,17,36,Female,East,premium
458,52,107259,17010,14,60,Male,South,budget
459,69,85859,40774,62,70,Female,West,budget
460,66,143706,35378,30,100,Male,East,premium
461,44,39317,3145,64,88,Male,East,premium
462,67,93257,20420,76,88,Female,North,premium
463,35,147663,1726,9,46,Female,East,budget
464,60,130227,43231,4,4,Male,North,premium
465,47,39334,47956,76,45,Female,East,premium
466,67,102909,23519,92,90,Female,South,budget
467,65,34711,26756,55,16,Male,South,regular
468,26,96416,23002,81,18,Male,West,regular
469,55,29810,30440,62,10,Polygender,West,budget
470,30,37061,18767,72,82,Non-binary,West,premium
471,51,126500,47827,39,4,Male,South,regular
472,33,148910,12008,87,64,Male,West,premium
473,69,128693,19789,45,41,Female,West,regular
474,45,35009,44762,7,44,Male,East,budget
475,38,123072,10890,32,21,Male,East,budget
476,67,94147,46688,1,92,Female,South,regular
477,67,147984,13122,2,64,Male,North,premium
478,65,138463,6637,74,53,Male,South,budget
479,63,93592,17975,30,12,Male,South,regular
480,54,120518,21269,20,41,Male,East,budget
481,61,62062,25127,13,36,Polygender,East,regular
482,65,73527,797,1,81,Female,South,regular
483,27,133253,11917,2,20,Female,West,budget
484,47,93763,20868,50,72,Male,North,budget
485,47,70348,32072,36,6,Male,North,regular
486,57,105499,30439,88,54,Male,East,premium
487,37,72288,49354,10,26,Female,East,premium
488,51,38570,3199,3,44,Agender,North,regular
489,23,116870,5083,21,15,Female,East,regular
490,62,90748,23812,22,10,Female,East,regular
491,37,40686,40867,78,27,Female,South,premium
492,29,40364,25991,34,100,Male,South,budget
493,37,115549,4471,40,37,Male,West,premium
494,21,72198,4443,54,14,Female,South,premium
495,42,102992,48533,64,31,Female,South,budget
496,70,98046,32373,36,81,Female,East,budget
497,68,51283,8030,10,100,Female,East,premium
498,62,51132,5285,31,61,Female,East,budget
499,60,90517,38234,66,31,Female,North,premium
500,68,42683,20938,3,15,Female,North,premium
501,35,107440,10497,27,29,Female,East,premium
502,65,28616,33029,61,17,Polygender,North,premium
503,28,59999,21138,8,84,Male,North,premium
504,20,61664,41440,94,4,Male,North,premium
505,67,141285,6379,54,3,Female,North,premium
506,27,46417,28537,33,78,Male,North,premium
507,64,100453,31683,12,47,Male,West,budget
508,58,65366,16970,2,74,Female,South,regular
509,49,145086,40488,68,50,Female,South,regular
510,54,89232,29226,38,24,Female,West,regular
511,29,138258,31797,30,89,Male,South,premium
512,18,87226,25533,22,55,Male,West,premium
513,23,100128,25948,83,41,Female,East,regular
514,67,125240,21483,45,66,Male,North,regular
515,48,67843,9458,1,26,Female,North,premium
516,63,145198,24096,64,1,Female,East,budget
517,63,87908,28017,66,44,Female,South,budget
518,29,144006,46417,89,49,Male,North,budget
519,62,139251,8533,95,52,Male,East,premium
520,66,133016,15325,67,49,Genderqueer,South,budget
521,27,137395,26233,73,75,Male,North,premium
522,41,71597,29216,9,82,Genderfluid,West,regular
523,27,44448,16340,43,62,Male,North,regular
524,57,80553,42841,33,28,Female,East,regular
525,20,68723,35945,11,69,Female,South,premium
526,30,63154,36986,59,6,Female,West,budget
527,34,76761,32820,47,35,Male,East,premium
528,46,20777,35030,42,67,Male,East,premium
529,67,127953,28819,56,97,Male,South,budget
530,55,105905,23562,25,83,Female,South,budget
531,46,23439,25989,84,77,Female,East,budget
532,29,133660,15376,67,22,Female,South,regular
533,47,28400,14116,39,34,Genderfluid,West,premium
534,56,20439,21527,100,13,Genderfluid,North,premium
535,64,21302,34946,65,61,Male,East,premium
536,24,119339,33241,19,89,Female,East,premium
537,38,77028,16951,34,4,Female,South,premium
538,65,61067,35982,64,39,Non-binary,West,budget
539,42,21810,23634,63,19,Male,East,premium
540,49,99673,18541,9,82,Male,East,premium
541,25,74472,43779,26,64,Female,North,premium
542,25,78950,27909,39,85,Male,West,regular
543,25,74483,2724,26,76,Male,West,regular
544,26,136588,45858,16,50,Female,East,premium
545,52,133279,24469,27,41,Male,West,budget
546,61,115906,36526,5,79,Male,North,budget
547,51,101372,2372,51,64,Male,East,budget
548,62,28317,19504,68,75,Male,West,premium
549,22,102694,7847,10,96,Female,South,regular
550,52,67533,44911,83,39,Male,East,budget
551,39,129736,29097,42,69,Male,East,budget
552,29,85939,27883,77,25,Male,West,budget
553,66,145800,40128,2,31,Male,East,regular
554,26,52742,24619,5,33,Male,West,premium
555,47,84376,35526,16,16,Male,East,premium
556,62,23102,41901,38,38,Female,West,regular
557,44,67657,21222,75,96,Female,West,budget
558,29,112120,34209,34,10,Female,West,budget
559,24,51690,47095,61,55,Male,West,premium
560,63,93743,35490,84,94,Male,North,regular
561,43,100194,35995,20,15,Female,West,regular
562,32,64440,13602,61,93,Female,South,premium
563,56,54132,19037,98,76,Female,East,budget
564,34,41819,40804,34,45,Bigender,South,premium
565,32,46642,40361,100,41,Female,East,budget
566,48,63980,4359,1,27,Female,South,budget
567,19,108143,37129,44,70,Male,East,regular
568,64,71534,28001,52,83,Female,South,premium
569,65,145169,46428,91,48,Female,East,premium
570,25,121374,44905,47,20,Male,East,regular
571,49,31270,29896,66,49,Female,North,regular
572,24,76689,43137,22,15,Female,South,budget
573,42,119075,13020,62,62,Female,West,premium
574,52,63366,21522,3,76,Male,South,regular
575,59,147307,2375,85,100,Female,West,premium
576,24,143258,30015,1,97,Female,North,premium
577,23,85009,37158,64,10,Female,South,budget
578,49,27738,10483,82,64,Female,South,premium
579,59,133167,30441,78,14,Bigender,South,budget
580,18,139018,4476,56,78,Male,West,regular
581,35,85915,26075,75,3,Female,East,regular
582,66,97856,20248,11,47,Female,South,premium
583,62,121071,45839,14,9,Genderqueer,West,premium
584,19,56373,15130,68,33,Female,North,regular
585,27,43563,15601,98,37,Male,East,budget
586,67,108109,46660,21,64,Male,South,budget
587,70,36727,19739,58,2,Female,South,budget
588,26,63172,28482,61,10,Female,North,regular
589,54,64415,42346,13,6,Female,West,budget
590,53,106306,7200,70,94,Female,North,regular
591,43,82182,46232,41,41,Female,North,premium
592,31,93209,28377,97,72,Female,East,premium
593,52,48970,30023,64,9,Male,East,regular
594,58,46490,46702,41,30,Male,West,regular
595,20,140405,44437,12,74,Male,North,regular
596,57,120263,7223,99,60,Non-binary,East,premium
597,30,123260,47211,5,2,Female,South,premium
598,62,55149,9322,70,41,Female,South,premium
599,66,76247,45955,13,40,Female,North,budget
600,43,92287,22882,46,98,Female,East,premium
601,28,75164,13412,85,71,Male,North,premium
602,50,112378,19917,12,11,Male,West,budget
603,50,42302,19009,60,94,Polygender,South,premium
604,53,117483,47216,35,22,Female,East,budget
605,25,70727,12355,61,59,Male,East,premium
606,47,41170,25905,27,75,Female,East,budget
607,67,71180,27044,31,59,Female,South,budget
608,40,28436,49724,41,12,Female,North,regular
609,49,50450,20584,1,1,Male,West,premium
610,54,51762,4217,87,73,Male,North,regular
611,40,99033,39287,63,65,Male,West,premium
612,20,117560,14880,36,26,Bigender,North,budget
613,25,88558,21063,9,33,Polygender,East,budget
614,48,82635,17268,98,25,Female,East,budget
615,67,38636,434,96,20,Female,South,regular
616,53,30622,42864,75,83,Male,North,regular
617,47,107712,45664,83,90,Female,North,budget
618,52,62627,40292,60,6,Male,North,budget
619,43,73917,4969,78,82,Female,West,regular
620,25,67411,39814,11,24,Female,North,budget
621,41,116225,18097,54,77,Male,North,premium
622,59,28161,31650,67,65,Female,West,premium
623,61,28020,10523,98,77,Male,East,regular
624,32,89789,24101,38,58,Female,North,premium
625,47,107110,23681,18,99,Male,South,budget
626,36,41918,18408,57,31,Female,West,budget
